probe voltage (V), probe current (A), resistance (9.9e37 if not enabled) , timestamp , status word ,
3.420315	444.721845	69.102000
3.420355	444.682532	69.202000
3.409543	445.454803	69.302000
3.413795	445.179446	69.408000
3.422645	444.521362	69.502000
3.414937	445.068974	69.605000
3.408977	445.521461	69.702000
3.418127	444.817902	69.802000
3.419975	444.707461	69.902000
3.410247	445.407135	70.002000
3.413044	445.185852	70.102000
3.422113	444.481405	70.202000
3.415236	445.000965	70.302000
3.408296	445.534909	70.410000
3.418108	444.817900	70.502000
3.421824	444.524006	70.602000
3.411119	445.283843	70.702000
3.410844	445.292473	70.802000
3.421199	444.555066	70.902000
3.416981	444.852978	71.002000
3.408771	445.482511	71.102000
3.416283	444.931739	71.202000
3.421538	444.515459	71.302000
3.411837	445.264178	71.402000
3.411155	445.322406	71.502000
3.421342	444.523204	71.602000
3.417408	444.777244	71.702000
3.408259	445.506450	71.802000
3.415705	444.975089	71.902000
3.423477	444.336205	72.002000
3.413171	445.119314	72.102000
3.409330	445.406647	72.202000
3.419797	444.630394	72.303000
3.418375	444.756514	72.402000
3.409286	445.413532	72.502000
3.415013	444.957394	72.602000
3.421730	444.434974	72.702000
3.412713	445.106441	72.802000
3.409130	445.396903	72.902000
3.419563	444.609559	73.002000
