probe voltage (V), probe current (A), resistance (9.9e37 if not enabled) , timestamp , status word ,
3.419290	444.581687	73.102000
3.408468	445.434971	73.202000
3.413207	445.102942	73.302000
3.422242	444.412042	73.402000
3.414455	444.962113	73.502000
3.408144	445.428752	73.602000
3.417753	444.715523	73.702000
3.419829	444.578765	73.802000
3.410197	445.317544	73.902000
3.412932	445.098419	74.002000
3.421431	444.450906	74.102000
3.414138	444.987904	74.203000
3.407971	445.464045	74.302000
3.417979	444.724132	74.402000
3.420335	444.538569	74.503000
3.409381	445.342514	74.602000
3.411324	445.243511	74.702000
3.421447	444.493266	74.802000
3.416011	444.856255	74.902000
3.407946	445.446448	75.002000
3.416085	444.858236	75.102000
3.420099	444.562380	75.202000
3.410928	445.273539	75.302000
3.411457	445.237607	75.402000
3.421237	444.464794	75.502000
3.415729	444.860762	75.602000
3.407767	445.484249	75.702000
3.416900	444.825645	75.803000
3.421757	444.480961	75.902000
3.411169	445.240824	76.002000
3.409901	445.361191	76.102000
3.420382	444.580671	76.202000
3.417061	444.778168	76.302000
3.408455	445.428769	76.402000
3.415050	444.954824	76.502000
3.421043	444.509026	76.602000
3.411799	445.218210	76.702000
3.410486	445.306304	76.802000
3.420107	444.565913	76.902000
3.417493	444.741368	77.002000
3.407740	445.461101	77.102000
3.414974	444.979011	77.202000
3.422450	444.421538	77.302000
3.413040	445.073460	77.402000
3.408565	445.407472	77.502000
3.418724	444.660817	77.602000
3.419080	444.651288	77.702000
3.409555	445.345189	77.802000
3.413663	445.054492	77.902000
3.421473	444.485696	78.002000
3.413524	445.064668	78.102000
3.409194	445.408460	78.202000
3.418999	444.659034	78.302000
3.419824	444.544123	78.402000
3.408934	445.383680	78.502000
3.412830	445.136145	78.602000
3.422502	444.416362	78.702000
3.415038	444.937515	78.805000
3.408287	445.437727	78.902000
3.417257	444.773955	79.002000
3.420780	444.507642	79.102000
3.411078	445.224578	79.202000
3.412503	445.105665	79.302000
3.421266	444.488093	79.402000
3.415268	444.922221	79.502000
3.408324	445.465326	79.602000
3.417627	444.735626	79.702000
3.421433	444.418656	79.802000
3.410544	445.240549	79.902000
3.411054	445.224958	80.002000
3.421347	444.493911	80.102000
3.417191	444.759877	80.202000
3.408423	445.374817	80.302000
3.416088	444.808692	80.402000
3.421319	444.450729	80.502000
3.411264	445.225625	80.602000
3.411387	445.195141	80.702000
3.420901	444.497856	80.802000
3.415771	444.852509	80.902000
3.407981	445.444096	81.002000
3.416604	444.801417	81.102000
3.421788	444.381224	81.202000
3.411029	445.180543	81.302000
3.409439	445.333306	81.402000
3.419912	444.581936	81.502000
3.417702	444.698470	81.602000
3.408457	445.356591	81.702000
3.414505	444.888373	81.802000
3.421194	444.408410	81.902000
3.412285	445.101751	82.002000
3.409815	445.295092	82.102000
3.419514	444.571723	82.203000
3.417454	444.676805	82.302000
3.407847	445.390568	82.402000
3.413912	444.983210	82.502000
3.421810	444.333450	82.602000
3.412402	445.043122	82.702000
3.407556	445.418732	82.802000
3.417847	444.658492	82.902000
3.419001	444.542844	83.002000
3.408819	445.297428	83.103000
3.412402	445.009513	83.202000
3.420423	444.445793	83.302000
3.413003	445.007222	83.402000
3.408106	445.389632	83.504000
3.417911	444.611441	83.602000
3.418601	444.530381	83.703000
3.407999	445.344887	83.802000
3.411586	445.067604	83.902000
3.421557	444.336342	84.002000
3.414552	444.833087	84.102000
3.406830	445.427468	84.202000
3.416018	444.743245	84.302000
3.419827	444.459935	84.402000
3.410287	445.110394	84.502000
3.410758	445.079338	84.602000
3.419796	444.414043	84.702000
3.414212	444.838990	84.802000
3.407461	445.387610	84.902000
3.416750	444.662488	85.002000
3.420016	444.378304	85.102000
3.409229	445.148897	85.202000
3.409554	445.180503	85.302000
3.420533	444.367734	85.403000
3.415635	444.669742	85.502000
3.406521	445.357910	85.603000
3.414524	444.773223	85.702000
3.420107	444.337717	85.802000
3.410701	444.986826	85.902000
3.409297	445.108667	86.002000
3.418603	444.415976	86.102000
3.414694	444.720950	86.202000
3.406697	445.325211	86.302000
3.414569	444.702694	86.402000
3.420178	444.234592	86.502000
3.409533	445.018215	86.602000
3.407243	445.213689	86.702000
3.418175	444.424273	86.802000
3.416170	444.516617	86.902000
3.406176	445.256778	87.002000
3.411988	444.822661	87.102000
3.419323	444.295677	87.202000
3.410861	444.889043	87.302000
3.407053	445.184998	87.402000
3.416539	444.481017	87.502000
3.416130	444.518493	87.602000
3.406182	445.247336	87.702000
3.411447	444.844874	87.802000
3.419561	444.190266	87.902000
3.410680	444.821683	88.002000
3.404641	445.316575	88.102000
3.414797	444.570414	88.202000
3.417621	444.322267	88.302000
3.406834	445.096296	88.402000
3.407983	444.997817	88.502000
3.417529	444.301166	88.602000
3.412206	444.677842	88.702000
3.404540	445.249092	88.802000
3.412750	444.648481	88.902000
3.416385	444.340136	89.003000
3.406486	445.047618	89.102000
3.406953	445.065032	89.202000
3.417019	444.261309	89.302000
3.412039	444.607542	89.402000
3.402725	445.288027	89.503000
3.410863	444.694428	89.602000
3.417250	444.214475	89.702000
3.407189	444.944090	89.802000
3.404561	445.105599	89.902000
3.414541	444.377562	90.002000
3.412257	444.533778	90.102000
3.403361	445.176618	90.202000
3.409334	444.738023	90.302000
3.415990	444.230704	90.402000
3.406701	444.902927	90.502000
3.403834	445.123261	90.602000
3.414192	444.321308	90.703000
3.412655	444.399621	90.802000
3.401981	445.180384	90.902000
3.407481	444.820501	91.002000
3.416348	444.146353	91.102000
3.407598	444.756652	91.202000
3.402032	445.113353	91.302000
3.411300	444.425088	91.402000
3.412315	444.348012	91.502000
3.402811	445.005173	91.602000
3.405925	444.788007	91.702000
3.414113	444.145272	91.802000
3.406490	444.676670	91.902000
3.400631	445.108715	92.002000
3.410353	444.363962	92.102000
3.412400	444.185136	92.202000
3.401280	444.991560	92.302000
3.403536	444.833669	92.402000
3.413506	444.082941	92.502000
3.407551	444.489864	92.602000
3.399766	445.022898	92.702000
3.407616	444.449100	92.802000
3.411483	444.128840	92.902000
3.401641	444.860595	93.002000
3.402464	444.784652	93.102000
3.411421	444.059466	93.202000
3.405756	444.395603	93.302000
3.396810	445.049795	93.402000
3.405240	444.362164	93.502000
3.409706	443.981043	93.602000
3.398523	444.704958	93.702000
3.397009	444.795643	93.802000
3.407292	443.957836	93.902000
3.403279	444.206523	94.002000
3.393538	444.850487	94.102000
3.400565	444.322110	94.202000
3.406080	443.912167	94.302000
3.396666	444.565728	94.403000
3.395029	444.677852	94.502000
3.404184	443.917895	94.603000
3.399337	444.106504	94.702000
3.388148	444.767957	94.802000
3.393053	444.151551	94.902000
3.393708	443.434781	95.002000
3.375453	443.943685	95.102000
3.366193	443.997081	95.202000
3.374507	443.146098	95.302000
3.372934	443.256847	95.402000
3.364919	443.960518	95.502000
3.371855	443.589893	95.602000
3.379523	443.152970	95.702000
3.371654	443.822878	95.802000
3.368838	444.074756	95.902000
3.378628	443.294341	96.002000
3.377130	443.328150	96.103000
3.365784	444.086043	96.203000
3.370014	443.691705	96.302000
3.377580	442.994266	96.402000
3.368561	443.557473	96.502000
3.360935	443.987336	96.602000
3.369446	443.231684	96.703000
3.371484	443.018198	96.802000
3.361884	443.784456	96.902000
3.365666	443.658698	97.002000
3.376307	443.066767	97.102000
3.372578	443.568660	97.202000
3.367923	444.143053	97.302000
3.378271	443.568506	97.402000
3.382697	443.287757	97.502000
3.373424	444.058613	97.602000
3.374700	444.069878	97.702000
3.385787	443.331032	97.802000
3.381914	443.658588	97.902000
3.372997	444.307046	98.002000
3.380325	443.787381	98.102000
3.386600	443.307717	98.202000
3.377813	443.988179	98.302000
3.376157	444.148335	98.402000
3.385553	443.462616	98.502000
3.382260	443.725424	98.602000
3.373654	444.336141	98.702000
3.380644	443.814959	98.802000
3.387366	443.283207	98.902000
3.377971	443.955230	99.002000
3.374926	444.195583	99.102000
3.385828	443.430359	99.202000
3.385214	443.495047	99.302000
3.375148	444.197722	99.402000
3.380101	443.833250	99.502000
3.388294	443.234229	99.602000
3.380456	443.798932	99.702000
3.376248	444.183483	99.802000
3.385911	443.463061	99.902000
3.385771	443.468556	100.002000
3.376273	444.161291	100.102000
3.381336	443.821103	100.202000
3.389625	443.164707	100.302000
3.381256	443.748760	100.402000
3.375314	444.224738	100.502000
3.384957	443.480127	100.602000
3.386405	443.317469	100.702000
3.375889	444.045141	100.802000
3.378486	443.843817	100.902000
3.387571	443.169826	101.002000
3.381005	443.674674	101.102000
3.374701	444.182490	101.202000
3.384220	443.487209	101.302000
3.385953	443.315297	101.402000
3.375649	444.072283	101.502000
3.378894	443.871746	101.602000
3.388298	443.156572	101.702000
3.381638	443.632520	101.802000
3.374295	444.223927	101.902000
3.384007	443.585976	102.002000
3.388100	443.319356	102.102000
3.378484	444.028218	102.202000
3.379569	443.987410	102.302000
3.389117	443.316598	102.402000
3.384053	443.726217	102.502000
3.377303	444.293650	102.603000
3.386130	443.637372	102.702000
3.388882	443.373222	102.802000
3.378996	444.120871	102.902000
3.380516	444.049314	103.002000
3.390650	443.338343	103.102000
3.385551	443.727631	103.202000
3.377021	444.365553	103.302000
3.385708	443.752290	103.402000
3.391042	443.330135	103.502000
3.380995	444.094194	103.602000
3.380878	444.097068	103.702000
3.390089	443.409027	103.802000
3.385383	443.756075	103.902000
3.377517	444.330953	104.002000
3.386146	443.694308	104.102000
3.390555	443.306808	104.202000
3.380166	444.103950	104.302000
3.379564	444.184070	104.402000
3.390507	443.368772	104.502000
3.387127	443.648660	104.602000
3.377789	444.336104	104.702000
3.384878	443.832824	104.802000
3.391457	443.334378	104.902000
3.382430	443.995392	105.002000
3.380526	444.155482	105.102000
3.390380	443.424902	105.202000
3.387228	443.664942	105.302000
3.379160	444.342255	105.402000
3.386789	443.766181	105.502000
3.392904	443.266330	105.602000
3.382325	444.060713	105.707000
3.380076	444.272698	105.803000
3.390587	443.463157	105.902000
3.388906	443.555888	106.002000
3.379363	444.240685	106.102000
3.384799	443.843018	106.202000
3.391699	443.326486	106.302000
3.383206	443.897201	106.402000
3.379428	444.154130	106.502000
3.388455	443.412533	106.602000
3.386359	443.483067	106.702000
3.375722	444.131175	106.802000
3.379982	443.676501	106.902000
3.385741	443.020291	107.002000
3.374293	443.589617	107.102000
3.367399	443.952430	107.202000
3.376665	443.151359	107.302000
3.376607	443.038678	107.403000
3.365464	443.788166	107.502000
3.369515	443.478271	107.602000
3.378252	442.920982	107.702000
3.371462	443.510722	107.802000
3.368112	443.868067	107.902000
3.378396	443.180486	108.002000
3.379312	443.155148	108.103000
3.369468	443.953052	108.202000
3.374444	443.651838	108.303000
3.383438	442.982042	108.402000
3.375591	443.549382	108.502000
3.369240	444.070822	108.603000
3.379387	443.381335	108.702000
3.381687	443.170031	108.803000
3.371781	443.905270	108.902000
3.374146	443.747399	109.002000
3.382958	443.120089	109.102000
3.376078	443.626176	109.206000
3.370607	444.051131	109.302000
3.379967	443.318366	109.402000
3.381337	443.169802	109.502000
3.370311	443.961229	109.602000
3.372353	443.808356	109.702000
3.382570	443.047642	109.802000
3.375717	443.524244	109.902000
3.368359	444.065439	110.002000
3.377623	443.417448	110.102000
3.381505	443.103523	110.202000
3.371372	443.851224	110.303000
3.372353	443.767320	110.402000
3.381640	443.084259	110.502000
3.376178	443.535841	110.602000
3.369628	444.068809	110.702000
3.379294	443.359511	110.802000
3.382647	443.074020	110.902000
3.371852	443.888242	111.002000
3.372528	443.898180	111.102000
3.383531	443.100295	111.202000
3.378814	443.419579	111.302000
3.370942	444.059384	111.402000
3.379059	443.511999	111.502000
3.383689	443.131581	111.602000
3.373831	443.861187	111.702000
3.374208	443.825670	111.802000
3.383962	443.124535	111.902000
3.378735	443.524266	112.002000
3.371518	444.081959	112.102000
3.381105	443.390426	112.202000
3.385220	443.064017	112.302000
3.374268	443.873530	112.402000
3.373783	443.962938	112.502000
3.385140	443.138795	112.602000
3.381312	443.442373	112.702000
3.373117	444.034083	112.802000
3.380352	443.516457	112.902000
3.384843	443.194281	113.002000
3.375543	443.865702	113.103000
3.375493	443.835001	113.202000
3.384922	443.152900	113.302000
3.380922	443.484967	113.402000
3.372957	444.116075	113.502000
3.381362	443.483493	113.602000
3.386538	443.081644	113.702000
3.375382	443.839702	113.805000
3.374338	443.970871	113.902000
3.385206	443.207240	114.002000
3.382208	443.407760	114.102000
3.374244	443.975881	114.202000
3.380589	443.523423	114.302000
3.385804	443.169969	114.402000
3.376431	443.866717	114.502000
3.375770	443.940937	114.602000
3.386327	443.179699	114.702000
3.383042	443.429960	114.802000
3.373770	444.188335	114.902000
3.381696	443.598196	115.002000
3.387802	443.100052	115.102000
3.377837	443.806043	115.202000
3.375009	444.103740	115.302000
3.385849	443.310697	115.403000
3.384392	443.415882	115.502000
3.375418	444.056260	115.602000
3.381305	443.623779	115.702000
3.386834	443.197897	115.802000
3.377589	443.903413	115.903000
3.375908	444.042120	116.003000
3.387137	443.172952	116.102000
3.383917	443.422581	116.202000
3.373940	444.183280	116.302000
3.380489	443.686919	116.402000
3.387827	443.112049	116.502000
3.378499	443.779606	116.602000
3.375334	444.088354	116.702000
3.385900	443.339102	116.802000
3.385087	443.389105	116.902000
3.375956	444.087695	117.002000
3.381731	443.656040	117.102000
3.387789	443.210296	117.202000
3.378404	443.887172	117.304000
3.376382	444.072666	117.402000
3.387628	443.237776	117.502000
3.386149	443.317480	117.602000
3.375182	444.200092	117.702000
3.381046	443.770517	117.802000
3.389235	443.140740	117.902000
3.380533	443.763627	118.002000
3.377015	444.064985	118.102000
3.386741	443.387280	118.202000
3.385818	443.410050	118.302000
3.376016	444.095393	118.402000
3.382025	443.649248	118.502000
3.388734	443.155010	118.602000
3.379601	443.860681	118.702000
3.376787	444.106026	118.802000
3.388449	443.216434	118.902000
3.387418	443.280297	119.002000
3.376348	444.101149	119.102000
3.380966	443.798828	119.202000
3.389573	443.143918	119.302000
3.382075	443.680367	119.402000
3.377595	444.014024	119.502000
3.387079	443.341161	119.602000
3.386142	443.390131	119.702000
3.376532	444.088978	119.802000
3.382288	443.643820	119.902000
3.389512	443.116384	120.002000
3.380148	443.808445	120.102000
3.375639	444.132111	120.202000
3.386602	443.245439	120.302000
3.386820	443.177693	120.402000
3.375438	444.028474	120.502000
3.379125	443.774617	120.602000
3.387809	443.111966	120.702000
3.380888	443.576144	120.803000
3.374921	443.990665	120.902000
3.383845	443.318969	121.002000
3.384240	443.236268	121.102000
3.373616	443.950169	121.202000
3.376979	443.653965	121.302000
3.385786	442.960534	121.402000
3.378073	443.561307	121.502000
3.371538	444.106675	121.602000
3.381928	443.364020	121.702000
3.385384	443.088165	121.802000
3.374705	443.883824	121.908000
3.376493	443.835043	122.002000
3.386378	443.136775	122.102000
3.381319	443.518549	122.202000
3.375032	443.993210	122.302000
3.383417	443.403509	122.402000
3.385889	443.272221	122.502000
3.375929	444.016208	122.602000
3.378667	443.796060	122.702000
3.388919	443.070342	122.802000
3.382451	443.579121	122.909000
3.374459	444.232738	123.002000
3.383805	443.562246	123.102000
3.388839	443.131354	123.202000
3.378517	443.884593	123.302000
3.378385	443.949148	123.402000
3.388178	443.265792	123.502000
3.383858	443.558452	123.602000
3.375993	444.091481	123.702000
3.383930	443.515304	123.802000
3.388387	443.193574	123.902000
3.378465	443.962814	124.002000
3.378808	443.932339	124.102000
3.389779	443.142089	124.202000
3.385334	443.497992	124.307000
3.375973	444.220996	124.402000
3.383613	443.651170	124.502000
3.390355	443.104936	124.602000
3.381041	443.797199	124.702000
3.379334	443.968165	124.802000
3.389001	443.281215	124.902000
3.385738	443.509091	125.002000
3.377828	444.074474	125.102000
3.385358	443.508370	125.202000
3.390773	443.159709	125.302000
3.380995	443.886703	125.402000
3.379923	443.987675	125.502000
3.390801	443.201012	125.602000
3.388082	443.404481	125.702000
3.377992	444.188169	125.802000
3.384276	443.708876	125.902000
3.392002	443.123433	126.002000
3.383639	443.710634	126.102000
3.380308	443.992914	126.202000
3.389757	443.338690	126.302000
3.388536	443.439393	126.402000
3.379348	444.096185	126.502000
3.384974	443.668199	126.602000
3.392900	443.062090	126.702000
3.383968	443.758422	126.803000
3.379097	444.172530	126.902000
3.389987	443.361296	127.003000
3.391048	443.253144	127.102000
3.380294	444.056325	127.202000
3.383096	443.908619	127.302000
3.392732	443.140427	127.402000
3.386472	443.581079	127.502000
3.379651	444.124389	127.602000
3.388226	443.523982	127.702000
3.390358	443.346738	127.802000
3.380611	444.048792	127.903000
3.383388	443.803946	128.002000
3.392951	443.111155	128.102000
3.386586	443.630173	128.202000
3.378676	444.251281	128.302000
3.387830	443.551077	128.402000
3.392299	443.169931	128.502000
3.381825	443.944319	128.602000
3.381632	443.983556	128.702000
3.391517	443.258643	128.802000
3.387497	443.532950	128.902000
3.379546	444.108630	129.002000
3.386656	443.609202	129.102000
3.390883	443.287726	129.202000
3.381336	443.947343	129.302000
3.381053	443.946065	129.402000
3.391396	443.119814	129.502000
3.386666	443.496657	129.602000
3.376848	444.226637	129.702000
3.384480	443.638218	129.802000
3.391090	443.056944	129.902000
3.381578	443.743503	130.007000
3.378206	444.055732	130.102000
3.388481	443.297254	130.202000
3.387045	443.373453	130.302000
3.377852	444.026544	130.402000
3.383319	443.624483	130.502000
3.389969	443.131173	130.602000
3.380974	443.734384	130.702000
3.377830	443.943426	130.802000
3.388636	443.111768	130.902000
3.386199	443.264868	131.003000
3.375203	444.105176	131.102000
3.380328	443.690473	131.202000
3.389130	442.985247	131.302000
3.381213	443.503299	131.402000
3.376080	443.942304	131.502000
3.385691	443.302938	131.602000
3.386341	443.254029	131.702000
3.377238	443.932671	131.802000
3.382033	443.615644	131.902000
3.390220	443.040998	132.002000
3.382574	443.642308	132.102000
3.377667	443.999739	132.202000
3.388469	443.237730	132.302000
3.389601	443.187108	132.402000
3.378715	444.041538	132.502000
3.382017	443.805283	132.602000
3.392184	443.020207	132.702000
3.385227	443.511814	132.802000
3.378899	444.033109	132.902000
3.387859	443.374408	133.002000
3.389613	443.265811	133.102000
3.380115	443.933716	133.202000
3.383981	443.652481	133.302000
3.391981	443.051059	133.402000
3.384400	443.643534	133.502000
3.378733	444.057855	133.602000
3.388761	443.317962	133.702000
3.390959	443.111846	133.802000
3.379915	443.931602	133.902000
3.382249	443.785997	134.002000
3.391693	443.039372	134.102000
3.385433	443.497479	134.202000
3.378912	444.016101	134.302000
3.387743	443.417526	134.402000
3.389577	443.285618	134.502000
3.380203	443.924864	134.602000
3.383662	443.672061	134.702000
3.392349	443.033625	134.802000
3.384873	443.604213	134.902000
3.378360	444.155704	135.002000
3.388673	443.372179	135.102000
3.391889	443.103906	135.202000
3.381050	443.925120	135.302000
3.382199	443.884881	135.402000
3.391800	443.162050	135.502000
3.386474	443.538688	135.602000
3.379687	444.054972	135.702000
3.388459	443.465829	135.802000
3.390849	443.292157	135.902000
3.381292	443.956596	136.002000
3.383558	443.783909	136.102000
3.392904	443.080349	136.202000
3.386587	443.575782	136.302000
3.378600	444.201908	136.402000
3.387887	443.484715	136.503000
3.393072	443.043573	136.602000
3.382345	443.859568	136.702000
3.381769	443.925708	136.802000
3.391744	443.221345	136.902000
3.387641	443.510412	137.004000
3.380490	444.048669	137.102000
3.388596	443.508005	137.202000
3.392914	443.197627	137.303000
3.382927	443.909931	137.402000
3.382589	443.907467	137.502000
3.393707	443.104540	137.602000
3.389429	443.441813	137.702000
3.380175	444.189033	137.802000
3.388258	443.587382	137.902000
3.394629	443.052438	138.002000
3.385134	443.751156	138.102000
3.382669	443.985185	138.202000
3.392499	443.279688	138.302000
3.389887	443.443457	138.402000
3.381737	444.035453	138.502000
3.389405	443.498247	138.602000
3.394503	443.099281	138.702000
3.383919	443.869985	138.802000
3.382534	443.960011	138.902000
3.393671	443.124684	139.002000
3.391013	443.325995	139.102000
3.380769	444.109596	139.202000
3.387651	443.611203	139.302000
3.394686	443.043242	139.406000
3.385952	443.666491	139.503000
3.382076	443.989773	139.602000
3.391641	443.309370	139.702000
3.391199	443.329092	139.802000
3.382353	443.972067	139.903000
3.387739	443.585390	140.003000
3.395123	443.052365	140.102000
3.386463	443.681330	140.202000
3.381134	444.093413	140.302000
3.392283	443.258162	140.403000
3.393917	443.136162	140.505000
3.383083	444.008869	140.602000
3.385043	443.882459	140.702000
3.395278	443.083469	140.802000
3.389563	443.474651	140.902000
3.382555	444.023515	141.002000
3.390357	443.489452	141.102000
3.394679	443.208139	141.202000
3.385419	443.879776	141.302000
3.385818	443.841943	141.402000
3.395295	443.135814	141.502000
3.390732	443.503301	141.602000
3.381997	444.145932	141.702000
3.389972	443.572756	141.802000
3.396857	443.036554	141.902000
3.386525	443.819815	142.002000
3.383798	444.051115	142.102000
3.394330	443.268300	142.202000
3.392771	443.327389	142.302000
3.383606	444.008534	142.402000
3.388777	443.675160	142.502000
3.395648	443.182587	142.602000
3.387439	443.755154	142.702000
3.384545	443.949816	142.802000
3.394408	443.224409	142.902000
3.392965	443.358042	143.002000
3.382887	444.146025	143.102000
3.388602	443.718652	143.202000
3.397550	443.028735	143.302000
3.389136	443.653016	143.402000
3.382766	444.175665	143.502000
3.392690	443.450067	143.602000
3.395029	443.214934	143.702000
3.385036	443.947056	143.802000
3.387618	443.823027	143.902000
3.395992	443.240637	144.002000
3.389331	443.704734	144.102000
3.384086	444.071616	144.202000
3.393996	443.324603	144.302000
3.395579	443.226418	144.402000
3.384669	444.088828	144.502000
3.387415	443.876192	144.602000
3.397884	443.056442	144.702000
3.391284	443.549856	144.802000
3.383311	444.164766	144.902000
3.392271	443.511515	145.002000
3.396734	443.164488	145.102000
3.387059	443.830184	145.202000
3.387098	443.867822	145.302000
3.396524	443.193858	145.402000
3.391841	443.564003	145.502000
3.384323	444.103223	145.602000
3.392880	443.440025	145.702000
3.398130	443.051249	145.802000
3.387479	443.860911	145.902000
3.385876	444.030818	146.002000
3.396957	443.185092	146.102000
3.394623	443.309106	146.202000
3.384437	444.049141	146.302000
3.390199	443.652958	146.405000
3.397952	443.050133	146.502000
3.389800	443.662840	146.603000
3.386142	443.921762	146.702000
3.395095	443.300851	146.802000
3.394669	443.326670	146.902000
3.385099	444.025245	147.002000
3.390750	443.615042	147.102000
3.398813	442.994643	147.202000
3.390448	443.659872	147.302000
3.384563	444.152748	147.402000
3.395315	443.333160	147.502000
3.397322	443.145179	147.602000
3.386557	443.954392	147.702000
3.388338	443.840975	147.802000
3.398275	443.108830	147.902000
3.392743	443.511802	148.002000
3.385832	444.042837	148.102000
3.393683	443.465480	148.202000
3.396943	443.227981	148.302000
3.387534	443.925471	148.402000
3.388873	443.806902	148.502000
3.398989	443.049226	148.603000
3.393166	443.467794	148.702000
3.384215	444.197724	148.802000
3.392862	443.530990	148.902000
3.399017	443.028892	149.002000
3.388584	443.768773	149.102000
3.386785	443.948439	149.202000
3.396436	443.260140	149.302000
3.393876	443.427404	149.402000
3.385230	444.033883	149.502000
3.391836	443.542064	149.602000
3.397063	443.164379	149.702000
3.388204	443.808862	149.802000
3.386642	443.912032	149.906000
3.396906	443.131034	150.002000
3.394101	443.356644	150.102000
3.383700	444.149859	150.202000
3.390131	443.661441	150.302000
3.398085	443.016693	150.402000
3.389501	443.627338	150.502000
3.385216	443.988551	150.602000
3.394877	443.294713	150.702000
3.394491	443.318218	150.802000
3.384770	444.033066	150.902000
3.390414	443.610388	151.002000
3.397785	443.075079	151.102000
3.389310	443.674751	151.202000
3.384875	444.016916	151.302000
3.395586	443.226557	151.402000
3.396390	443.164957	151.502000
3.385524	444.023018	151.602000
3.388977	443.790400	151.702000
3.398793	442.997416	151.802000
3.392291	443.458248	151.902000
3.385234	444.027820	152.002000
3.393514	443.438623	152.102000
3.396743	443.184479	152.202000
3.387366	443.863917	152.302000
3.389034	443.738736	152.402000
3.398596	443.035637	152.502000
3.392215	443.540902	152.602000
3.385005	444.087563	152.702000
3.394831	443.375949	152.802000
3.399009	443.062385	152.902000
3.388421	443.881256	153.002000
3.388523	443.925797	153.102000
3.399561	443.104755	153.206000
3.395376	443.352521	153.302000
3.386903	444.019500	153.402000
3.394280	443.527760	153.502000
3.399613	443.161064	153.602000
3.390353	443.830887	153.702000
3.389745	443.832922	153.802000
3.399523	443.115526	153.902000
3.396009	443.391870	154.002000
3.386437	444.110989	154.102000
3.394732	443.496952	154.208000
3.401627	442.968485	154.302000
3.391667	443.702169	154.403000
3.387903	444.024710	154.502000
3.398675	443.240097	154.602000
3.398645	443.225876	154.702000
3.388482	443.963349	154.802000
3.393132	443.659474	154.902000
3.401402	443.079163	155.002000
3.393427	443.685407	155.102000
3.389354	443.973947	155.206000
3.399244	443.217835	155.302000
3.399299	443.244065	155.402000
3.388722	444.083616	155.502000
3.393527	443.779629	155.602000
3.403538	443.013952	155.702000
3.395562	443.597584	155.802000
3.388651	444.149823	155.902000
3.398132	443.452939	156.002000
3.401924	443.181980	156.102000
3.391901	443.890364	156.202000
3.392890	443.884568	156.302000
3.402567	443.181666	156.402000
3.397014	443.603742	156.502000
3.390276	444.105170	156.602000
3.398579	443.483125	156.702000
3.402521	443.206128	156.802000
3.391959	444.021145	156.902000
3.392469	444.002533	157.002000
3.403605	443.175616	157.102000
3.399565	443.437340	157.202000
3.389859	444.196340	157.302000
3.397447	443.671147	157.402000
3.404067	443.197252	157.502000
3.395552	443.842383	157.602000
3.393190	444.046944	157.702000
3.403494	443.313240	157.802000
3.400617	443.522147	157.902000
3.391833	444.185610	158.007000
3.399105	443.638927	158.102000
3.405563	443.157671	158.202000
3.395795	443.887652	158.302000
3.393394	444.128866	158.403000
3.404155	443.316985	158.502000
3.403176	443.358930	158.602000
3.392294	444.179370	158.702000
3.397635	443.812097	158.802000
3.406118	443.221095	158.902000
3.398233	443.764629	159.002000
3.394567	444.064854	159.102000
3.403765	443.405837	159.202000
3.403232	443.445788	159.302000
3.393421	444.165501	159.402000
3.399573	443.714839	159.502000
3.407763	443.121801	159.602000
3.398399	443.807063	159.702000
3.393769	444.224789	159.802000
3.404384	443.440761	159.902000
3.405465	443.324025	160.002000
3.394940	444.070932	160.102000
3.398215	443.846254	160.202000
3.407698	443.210321	160.302000
3.400578	443.719883	160.402000
3.395165	444.121186	160.502000
3.404186	443.437382	160.602000
3.405103	443.370463	160.702000
3.395167	444.098479	160.802000
3.398793	443.860273	160.902000
3.408552	443.140052	161.002000
3.401573	443.637104	161.102000
3.394065	444.243560	161.202000
3.403674	443.556119	161.302000
3.407416	443.226641	161.402000
3.397075	443.953442	161.502000
3.398035	443.923919	161.602000
3.407303	443.275925	161.702000
3.402616	443.639377	161.802000
3.395159	444.153954	161.902000
3.404151	443.504280	162.002000
3.407330	443.251776	162.102000
3.397049	444.023666	162.202000
3.398003	443.967197	162.302000
3.408631	443.190346	162.402000
3.403187	443.562122	162.503000
3.393971	444.277155	162.602000
3.402541	443.670680	162.702000
3.408512	443.187742	162.802000
3.398694	443.906682	162.902000
3.397479	443.994974	163.002000
3.407000	443.350575	163.102000
3.403280	443.633636	163.202000
3.395381	444.205786	163.314000
3.404023	443.552197	163.402000
3.408460	443.174988	163.502000
3.398037	443.968998	163.602000
3.396673	444.096849	163.702000
3.407962	443.269168	163.802000
3.404855	443.481213	163.902000
3.394883	444.255223	164.002000
3.401620	443.771591	164.102000
3.409014	443.210853	164.202000
3.400131	443.845005	164.302000
3.397353	444.102400	164.402000
3.406852	443.439794	164.502000
3.405102	443.553507	164.602000
3.396373	444.198981	164.702000
3.402784	443.716361	164.802000
3.409868	443.169506	164.902000
3.400550	443.890768	165.002000
3.396037	444.267430	165.102000
3.407263	443.434275	165.202000
3.407404	443.390524	165.302000
3.396777	444.142478	165.402000
3.400898	443.875080	165.502000
3.409766	443.207278	165.602000
3.402589	443.735185	165.702000
3.397306	444.141298	165.802000
3.406305	443.530226	165.902000
3.407613	443.450697	166.002000
