Data from Helium1000V617mT_500ms_USB2G486391__2__00086.txt Node

Date: Thu Oct 21 15:00:37 EDT 2021
User: phys191
Spectrometer: USB2G48639
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 5.000000E-1
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 651
>>>>>Begin Spectral Data<<<<<
762	0.27
763	28.98
764	-5.27
765	-0.76
766	-6.86
767	0.11
768	-4.45
769	-6.87
770	-2.57
771	-4
772	-6.32
773	-0.02
774	-0.98
775	0.54
776	1.45
777	2.4
778	20.81
779	4.79
780	1.23
781	-7.09
782	-0.59
783	-3.85
784	4.31
785	-0.51
786	-5.13
787	0.34
788	18.71
789	2.05
790	3.27
791	1.07
792	6.06
793	12.88
794	-10.21
795	2.43
796	0.37
797	17.93
798	-11.59
799	1.76
800	5.66
801	-4.92
802	15.68
803	5.21
804	6.71
805	-1.28
806	-7.49
807	-2.82
808	0.01
809	-7.32
810	-0.16
811	-3.62
812	-1.93
813	-1.94
814	3.51
815	0.43
816	6.66
817	-1.75
818	-8.01
819	-2.39
820	-0.24
821	-4.24
822	2.37
823	-0.92
824	2.86
825	-5.29
826	-0.26
827	7.07
828	-5.16
829	-0.69
830	-2.11
831	-2.57
832	0.42
833	-11.84
834	-6.87
835	-0.71
836	-5.1
837	-1.93
838	-4.92
839	13.4
840	-3.05
841	-1.56
842	-2.81
843	0.39
844	1.35
845	3.68
846	18.86
847	-2.68
848	4.48
849	2.7
850	-10.45
851	-11.63
852	-3.95
853	0.33
854	7.67
855	-5
856	-6.11
857	-3.25
858	-8.86
859	-9.96
860	-1.96
861	0.7
862	0.89
863	-7.4
864	-3.75
865	-2.76
866	1.46
867	-5.95
868	-3.76
869	-3.52
870	1.2
871	-1.53
872	1.99
873	-10.69
874	-0.87
875	-0.66
876	-6.33
877	-2.44
878	3.24
879	-6.29
880	4.46
881	5.37
882	-5.39
883	0.66
884	1.92
885	-8.33
886	-3.65
887	-2.04
888	-1.93
889	-2.16
890	20.29
891	1.37
892	2.59
893	-1.87
894	-3.13
895	-2.97
896	-4.12
897	-3.7
898	-2.5
899	3
900	15.06
901	-3.17
902	2.29
903	4.34
904	-9.94
905	2.17
906	-0.3
907	0.61
908	0.55
909	2.34
910	-5.08
911	-5.63
912	-1.34
913	-6.55
914	0.52
915	1.3
916	-3.15
917	0.21
918	-9.28
919	-2.75
920	-6.45
921	-3.64
922	-3.77
923	-4.85
924	-11.05
925	-0.28
926	-0.87
927	-0.65
928	-4.88
929	-3.93
930	0.43
931	15.64
932	-3.8
933	-8.07
934	-5.45
935	-6.62
936	2.97
937	-3.18
938	-8.07
939	5.18
940	-7.72
941	-9.14
942	1.13
943	-3.48
944	0.5
945	-6.03
946	11.07
947	1.07
948	-4.8
949	5.39
950	-3.75
951	-6.27
952	-8.9
953	-3.03
954	-6.64
955	1.84
956	0.27
957	-1.65
958	23.58
959	-7.57
960	-9.48
961	-6.17
962	-1.98
963	-0.74
964	2
965	-3.82
966	-7.97
967	-6.82
968	-1.99
969	-2.33
970	-1.19
971	-13.68
972	-2.75
973	5.14
974	-6.83
975	-3.89
976	7.27
977	3.65
978	-5.82
979	-6.89
980	-2.28
981	-10.18
982	1.76
983	4.75
984	-2.58
985	4.13
986	-1.83
987	-6.86
988	-6.79
989	-3.5
990	-2.2
991	-4.15
992	-3.66
993	1.32
994	-1.14
995	-3.15
996	8.18
997	-2.03
998	-7.82
999	3.12
1000	4.09
