-0.141496	0.964366	-4.093974	7.834000
-0.140410	0.962647	-4.092709	7.934000
-0.140573	0.965185	-4.092806	8.034000
-0.140529	0.969026	-4.095572	8.134000
-0.140571	0.969644	-4.107412	8.234000
-0.140573	0.966668	-4.100683	8.334000
-0.140542	0.964568	-4.088056	8.434000
-0.140487	0.967100	-4.083654	8.535000
-0.140584	0.965574	-4.080185	8.634000
-0.140690	0.962099	-4.082390	8.734000
-0.140560	0.962446	-4.079601	8.834000
-0.140605	0.963200	-4.062884	8.934000
-0.140697	0.966370	-4.050158	9.035000
-0.140699	0.963047	-4.060114	9.134000
-0.140742	0.958583	-4.082380	9.234000
-0.140897	0.957298	-4.090423	9.334000
-0.140796	0.964583	-4.091858	9.434000
-0.140695	0.967063	-4.097548	9.534000
-0.140777	0.972266	-4.106940	9.634000
-0.140920	0.972588	-4.093592	9.734000
-0.140738	0.965137	-4.082959	9.834000
-0.140750	0.961631	-4.091637	9.934000
-0.140958	0.962758	-4.084868	10.034000
-0.140540	0.961808	-4.083599	10.135000
-0.136680	0.962106	-4.086271	10.234000
-0.130491	0.964980	-4.079182	10.334000
-0.123665	0.966851	-4.078759	10.434000
-0.116415	0.968207	-4.085280	10.534000
-0.108829	0.962121	-4.099513	10.634000
-0.100832	0.960758	-4.096507	10.734000
-0.092730	0.964019	-4.084339	10.834000
-0.084385	0.965928	-4.068655	10.934000
-0.076393	0.961995	-4.071116	11.034000
-0.067471	0.957155	-4.106356	11.134000
-0.058602	0.954275	-4.133908	11.234000
-0.049980	0.954265	-4.130116	11.334000
-0.041194	0.957122	-4.117209	11.434000
-0.032351	0.968107	-4.112730	11.534000
-0.023339	0.969045	-4.104158	11.634000
-0.014077	0.967481	-4.094380	11.734000
-0.004740	0.967201	-4.097174	11.834000
0.004249	0.970696	-4.103183	11.935000
0.013434	0.975780	-4.117876	12.034000
0.022764	0.973355	-4.110755	12.134000
0.032138	0.969432	-4.109745	12.235000
0.041617	0.969079	-4.113397	12.334000
0.051107	0.968823	-4.123387	12.434000
0.060650	0.969305	-4.121697	12.534000
0.070076	0.969315	-4.115181	12.634000
0.079321	0.969428	-4.086625	12.734000
0.089180	0.969944	-4.069353	12.834000
0.099002	0.963286	-4.063019	12.934000
0.108448	0.963401	-4.066194	13.034000
0.118098	0.968080	-4.076044	13.134000
0.127838	0.972410	-4.083515	13.234000
0.137592	0.970921	-4.087784	13.334000
0.147495	0.974042	-4.115914	13.434000
0.157307	0.978290	-4.139012	13.534000
0.166603	0.976892	-4.133394	13.634000
0.176696	0.972268	-4.126895	13.734000
0.186550	0.964390	-4.125280	13.834000
0.196124	0.958561	-4.112035	13.934000
0.206520	0.961126	-4.106356	14.034000
0.216477	0.964321	-4.104378	14.134000
0.226181	0.962791	-4.112481	14.234000
0.235993	0.956236	-4.097272	14.334000
0.246003	0.958781	-4.075068	14.434000
0.255588	0.965364	-4.056459	14.534000
0.265419	0.971658	-4.048453	14.634000
0.275295	0.976846	-4.056631	14.735000
0.285496	0.985131	-4.059223	14.835000
0.295192	0.988595	-4.067743	14.935000
0.305347	0.986519	-4.075586	15.034000
0.315403	0.977471	-4.098849	15.134000
0.325550	0.969024	-4.112360	15.234000
0.335409	0.971268	-4.121114	15.334000
0.345484	0.975102	-4.123894	15.434000
0.355485	0.972816	-4.107565	15.534000
0.365562	0.972497	-4.110671	15.635000
0.376168	0.975036	-4.131650	15.734000
0.386342	0.969744	-4.137164	15.834000
0.396405	0.966527	-4.113096	15.934000
0.406446	0.970267	-4.099782	16.034000
0.416851	0.976631	-4.090271	16.134000
0.427012	0.981956	-4.068869	16.234000
0.437521	0.976469	-4.074159	16.334000
0.447773	0.970974	-4.088352	16.434000
0.457967	0.971519	-4.079054	16.535000
0.468087	0.966753	-4.075397	16.634000
0.478377	0.963338	-4.103858	16.735000
0.489092	0.964846	-4.105795	16.834000
0.499576	0.966274	-4.101064	16.934000
0.510023	0.970488	-4.103547	17.034000
0.520381	0.970541	-4.110366	17.134000
0.530609	0.966272	-4.094707	17.234000
0.540946	0.961609	-4.081894	17.334000
0.551630	0.964959	-4.077707	17.434000
0.562096	0.971126	-4.098552	17.534000
0.572507	0.970045	-4.097450	17.635000
0.582648	0.970537	-4.071715	17.734000
0.593081	0.977440	-4.065947	17.834000
0.603696	0.980645	-4.100014	17.934000
0.614311	0.978424	-4.122130	18.034000
0.624927	0.973013	-4.134761	18.134000
0.635429	0.962687	-4.128320	18.234000
0.645752	0.966144	-4.126215	18.334000
0.656166	0.971707	-4.138413	18.434000
0.667073	0.973803	-4.134756	18.534000
0.677954	0.972415	-4.109512	18.634000
0.688349	0.971440	-4.092958	18.734000
0.698885	0.971710	-4.089088	18.834000
0.709423	0.969179	-4.102973	18.934000
0.719691	0.971455	-4.109671	19.034000
0.730158	0.973668	-4.124330	19.134000
0.740935	0.965527	-4.129702	19.234000
0.751410	0.959346	-4.101535	19.334000
0.761958	0.966524	-4.082458	19.434000
0.772434	0.974738	-4.086398	19.535000
0.782940	0.969674	-4.102892	19.634000
0.793407	0.969674	-4.111541	19.734000
0.804053	0.973873	-4.101055	19.834000
0.814373	0.975237	-4.085254	19.934000
0.824876	0.975211	-4.086538	20.034000
0.835123	0.977518	-4.090346	20.134000
0.846214	0.970041	-4.099501	20.234000
0.857201	0.967211	-4.112265	20.334000
0.868191	0.964358	-4.101014	20.434000
0.878658	0.970812	-4.075747	20.534000
0.889332	0.978834	-4.082545	20.635000
0.899938	0.979847	-4.109744	20.734000
0.910712	0.975341	-4.117217	20.834000
0.921817	0.970676	-4.107359	20.934000
0.932416	0.975444	-4.102187	21.034000
0.943182	0.974561	-4.123604	21.135000
0.953758	0.966962	-4.143897	21.234000
0.964519	0.964572	-4.118760	21.334000
0.975750	0.968179	-4.097292	21.434000
0.986590	0.975703	-4.093105	21.534000
0.997306	0.976784	-4.084264	21.635000
1.008137	0.974957	-4.070360	21.734000
1.019141	0.969336	-4.079937	21.834000
1.029668	0.966669	-4.093669	21.934000
1.040954	0.973522	-4.104851	22.034000
1.052024	0.975982	-4.125632	22.135000
1.062489	0.972432	-4.123067	22.234000
1.073525	0.966969	-4.110705	22.334000
1.084608	0.969583	-4.117087	22.434000
1.095113	0.973740	-4.136998	22.534000
1.106055	0.978844	-4.128726	22.634000
1.117016	0.979339	-4.118311	22.734000
1.128274	0.980696	-4.113230	22.834000
1.139013	0.984550	-4.117452	22.934000
1.149626	0.983683	-4.128764	23.034000
1.161025	0.984265	-4.136305	23.134000
1.172181	0.982628	-4.124788	23.234000
1.183346	0.975748	-4.109152	23.334000
1.193221	0.974154	-4.105094	23.434000
1.204477	0.980974	-4.114208	23.534000
1.215705	0.982514	-4.105961	23.634000
1.225553	0.981142	-4.079873	23.734000
1.237406	0.979808	-4.054923	23.834000
1.247618	0.978563	-4.047520	23.934000
1.258729	0.974115	-4.069945	24.034000
1.269641	0.975570	-4.074778	24.134000
1.280240	0.978922	-4.098100	24.234000
1.291244	0.975026	-4.098005	24.334000
1.302037	0.971225	-4.078783	24.434000
1.312911	0.974424	-4.057719	24.534000
1.323917	0.978653	-4.073539	24.634000
1.335034	0.980527	-4.098809	24.734000
1.345811	0.978943	-4.115047	24.834000
1.357558	0.970306	-4.119895	24.934000
1.367331	0.963056	-4.105620	25.034000
1.378470	0.963778	-4.093535	25.134000
1.389475	0.968343	-4.105682	25.234000
1.401646	0.975935	-4.126898	25.334000
1.412463	0.979749	-4.130557	25.434000
1.423534	0.980810	-4.122319	25.534000
1.434316	0.981080	-4.086480	25.634000
1.445657	0.980727	-4.055335	25.734000
